782
1039+3666i
395+1168i
284+701i
238+498i
213+392i
200+316i
189+263i
183+232i
185+238i
175+170i
173+153i
168+134i
163+118i
166+100i
164+87i
167+74i
157+64i
158+52i
160+40i
163+27i
162+12i
155+1i
167-10i
160-70i
11235
160+70i
167+10i
155-1i
162-12i
163-27i
160-40i
158-52i
157-64i
167-74i
164-87i
166-100i
163-118i
168-134i
173-153i
175-170i
185-238i
183-232i
189-263i
200-316i
213-392i
238-498i
284-701i
395-1168i
1039-3666i
-686+2996i
-208+1034i
-149+627i
-2+594i
453-147i
-321+100i
10506-2690i
1076
10948-196i
-144+313i
719+78i
-29+145i
175+509i
424+864i
1455+2601i
-2026-3252i
-712-1058i
-469-648i
-365-465i
-308-365i
-273-300i
-250-259i
-233-220i
-212-152i
-213-168i
-202-151i
-197-136i
-190-121i
-185-105i
-183-96i
-186-90i
-182-76i
-177-71i
-172-58i
-173-55i
-175-49i
-173-48i
-174-37i
-170-78i
10444
-170+78i
-174+37i
-173+48i
-175+49i
-173+55i
-172+58i
-177+71i
-182+76i
-186+90i
-183+96i
-185+105i
-190+121i
-197+136i
-202+151i
-213+168i
-212+152i
-233+220i
-250+259i
-273+300i
-308+365i
-365+465i
-469+648i
-712+1058i
-2026+3252i
1455-2601i
424-864i
175-509i
-29-145i
719-78i
-144-313i
10948+196i
748
10116-3266i
-372+217i
15-640i
-587-91i
-459-239i
-765-577i
-2191-1966i
2758+2616i
911+885i
573+556i
432+409i
356+326i
311+267i
280+227i
261+199i
252+208i
231+151i
222+133i
213+115i
208+102i
204+91i
199+80i
193+69i
190+60i
189+44i
185+33i
185+27i
183+15i
185-2i
174-9i
182-58i
10356
182+58i
174+9i
185+2i
183-15i
185-27i
185-33i
189-44i
190-60i
193-69i
199-80i
204-91i
208-102i
213-115i
222-133i
231-151i
252-208i
261-199i
280-227i
311-267i
356-326i
432-409i
573-556i
911-885i
2758-2616i
-2191+1966i
-765+577i
-459+239i
-587+91i
15+640i
-372-217i
10116+3266i
1092
9186-5886i
228+452i
65-357i
360+545i
644+380i
1002+554i
2751+1426i
-3237-1580i
-992-473i
-579-271i
-409-188i
-319-143i
-260-113i
-224-93i
-193-78i
-163-29i
-157-60i
-144-53i
-132-49i
-127-43i
-119-38i
-113-33i
-110-31i
-107-30i
-103-26i
-100-26i
-100-22i
-94-25i
-91-27i
-102-32i
-94-64i
9674
-94+64i
-102+32i
-91+27i
-94+25i
-100+22i
-100+26i
-103+26i
-107+30i
-110+31i
-113+33i
-119+38i
-127+43i
-132+49i
-144+53i
-157+60i
-163+29i
-193+78i
-224+93i
-260+113i
-319+143i
-409+188i
-579+271i
-992+473i
-3237+1580i
2751-1426i
1002-554i
644-380i
360-545i
65+357i
228-452i
9186+5886i
206
6308-8100i
-480+440i
-1175-4i
-374+334i
-680+47i
-1078-44i
-2989-419i
3541+753i
1101+299i
655+209i
470+164i
371+132i
309+117i
272+97i
238+85i
224+110i
198+69i
186+59i
175+53i
169+46i
158+42i
155+39i
151+33i
143+25i
145+19i
138+14i
138+3i
138
137-10i
120-28i
132-58i
9514
132+58i
120+28i
137+10i
138
138-3i
138-14i
145-19i
143-25i
151-33i
155-39i
158-42i
169-46i
175-53i
186-59i
198-69i
224-110i
238-85i
272-97i
309-117i
371-132i
470-164i
655-209i
1101-299i
3541-753i
-2989+419i
-1078+44i
-680-47i
-374-334i
-1175+4i
-480-440i
6308+8100i
781
4418-9578i
433+504i
-129+653i
862+140i
781+113i
1200+42i
3123-172i
-3418+491i
-977+214i
-526+154i
-341+123i
-244+103i
-174+92i
-137+78i
-109+70i
-77+94i
-65+56i
-53+46i
-42+44i
-36+37i
-25+33i
-24+30i
-15+24i
-12+19i
-9+14i
-6+14i
-7+5i
-2+2i
1-13i
-7-32i
2-54i
9009
2+54i
-7+32i
1+13i
-2-2i
-7-5i
-6-14i
-9-14i
-12-19i
-15-24i
-24-30i
-25-33i
-36-37i
-42-44i
-53-46i
-65-56i
-77-94i
-109-70i
-137-78i
-174-92i
-244-103i
-341-123i
-526-154i
-977-214i
-3418-491i
3123+172i
1200-42i
781-113i
862-140i
-129-653i
433-504i
4418+9578i
-318
508-10227i
-438+588i
-634+1132i
-487+114i
-709+388i
-1075+497i
-2841+1191i
3189-1280i
942-357i
528-197i
356-128i
263-94i
210-74i
167-59i
139-48i
127-11i
103-36i
89-29i
80-32i
73-26i
68-24i
62-23i
58-19i
53-16i
51-17i
47-15i
45-16i
47-14i
44-20i
44-38i
44-59i
8700
44+59i
44+38i
44+20i
47+14i
45+16i
47+15i
51+17i
53+16i
58+19i
62+23i
68+24i
73+26i
80+32i
89+29i
103+36i
127+11i
139+48i
167+59i
210+74i
263+94i
356+128i
528+197i
942+357i
3189+1280i
-2841-1191i
-1075-497i
-709-388i
-487-114i
-634-1132i
-438-588i
508+10227i
288
-1723-10099i
527+453i
975+794i
419-137i
739-142i
1035-436i
2509-1643i
-2533+2347i
-656+816i
-310+528i
-169+395i
-90+321i
-42+267i
-9+228i
16+196i
36+204i
46+152i
55+134i
60+117i
70+107i
75+91i
76+80i
82+68i
83+57i
85+47i
91+42i
91+26i
93+19i
91+8i
103-21i
93-43i
8420
93+43i
103+21i
91-8i
93-19i
91-26i
91-42i
85-47i
83-57i
82-68i
76-80i
75-91i
70-107i
60-117i
55-134i
46-152i
36-204i
16-196i
-9-228i
-42-267i
-90-321i
-169-395i
-310-528i
-656-816i
-2533-2347i
2509+1643i
1035+436i
739+142i
419+137i
975-794i
527-453i
-1723+10099i
-725
-5429-8983i
-243+600i
420+545i
-613+563i
-486+565i
-727+888i
-1814+2413i
1866-2814i
500-860i
250-504i
145-349i
90-271i
55-216i
33-184i
15-154i
0-133i
-11-112i
-17-102i
-23-92i
-26-79i
-33-75i
-32-64i
-40-60i
-38-50i
-38-45i
-43-42i
-44-35i
-47-33i
-48-31i
-37-38i
-47-53i
7957
-47+53i
-37+38i
-48+31i
-47+33i
-44+35i
-43+42i
-38+45i
-38+50i
-40+60i
-32+64i
-33+75i
-26+79i
-23+92i
-17+102i
-11+112i
0+133i
15+154i
33+184i
55+216i
90+271i
145+349i
250+504i
500+860i
1866+2814i
-1814-2413i
-727-888i
-486-565i
-613-563i
420-545i
-243-600i
-5429+8983i
-326
-7312-7294i
450+316i
938-432i
365+132i
417-335i
552-736i
1160-2527i
-888+3437i
-132+1169i
7+741i
65+547i
94+434i
115+362i
128+308i
135+271i
141+231i
147+205i
152+184i
155+162i
158+142i
161+129i
161+111i
162+97i
160+79i
162+67i
166+56i
167+45i
167+32i
168+14i
180-4i
166-36i
7868
166+36i
180+4i
168-14i
167-32i
167-45i
166-56i
162-67i
160-79i
162-97i
161-111i
161-129i
158-142i
155-162i
152-184i
147-205i
141-231i
135-271i
128-308i
115-362i
94-434i
65-547i
7-741i
-132-1169i
-888-3437i
1160+2527i
552+736i
417+335i
365-132i
938+432i
450-316i
-7312+7294i
-968
-9657-4769i
13+477i
-84-320i
92+600i
-141+648i
-149+1015i
-245+2845i
33-3417i
-69-1073i
-86-638i
-94-456i
-102-357i
-105-289i
-106-242i
-109-206i
-110-178i
-113-156i
-112-138i
-113-123i
-114-107i
-116-96i
-118-86i
-115-79i
-111-67i
-117-57i
-117-53i
-117-44i
-118-44i
-120-36i
-111-33i
-115-55i
7296
-115+55i
-111+33i
-120+36i
-118+44i
-117+44i
-117+53i
-117+57i
-111+67i
-115+79i
-118+86i
-116+96i
-114+107i
-113+123i
-112+138i
-113+156i
-110+178i
-109+206i
-106+242i
-105+289i
-102+357i
-94+456i
-86+638i
-69+1073i
33+3417i
-245-2845i
-149-1015i
-141-648i
92-600i
-84+320i
13-477i
-9657+4769i
-2944
-10112+5355i
4323-6933i
-925+3093i
900-3994i
449+497i
424-1959i
171-3094i
1424-505i
-3115+2276i
-28+291i
824+1170i
-763+810i
215-389i
497+819i
-192+321i
-115+19i
550+39i
71+611i
-353-67i
615-146i
80+484i
-122+123i
145-290i
482+195i
-143+474i
-76-529i
571+165i
28+316i
-203-183i
369-287i
472+327i
6506
472-327i
369+287i
-203+183i
28-316i
571-165i
-76+529i
-143-474i
482-195i
145+290i
-122-123i
80-484i
615+146i
-353+67i
71-611i
550-39i
-115-19i
-192-321i
497-819i
215+389i
-763-810i
824-1170i
-28-291i
-3115-2276i
1424+505i
171+3094i
424+1959i
449-497i
900+3994i
-925-3093i
4323+6933i
-10112-5355i
1281
-334+4134i
-1635-621i
-1180+142i
-888-242i
-797+410i
-712+1014i
-264+3035i
-5894+346i
2265-4231i
379-1849i
15-1312i
-71-912i
-158-753i
-203-632i
-232-549i
-252-477i
-270-417i
-273-374i
-286-327i
-297-296i
-299-256i
-299-227i
-309-201i
-306-178i
-310-153i
-312-130i
-313-114i
-312-90i
-316-70i
-321-55i
-304-46i
6375
-304+46i
-321+55i
-316+70i
-312+90i
-313+114i
-312+130i
-310+153i
-306+178i
-309+201i
-299+227i
-299+256i
-297+296i
-286+327i
-273+374i
-270+417i
-252+477i
-232+549i
-203+632i
-158+753i
-71+912i
15+1312i
379+1849i
2265+4231i
-5894-346i
-264-3035i
-712-1014i
-797-410i
-888+242i
-1180-142i
-1635+621i
-334-4134i
1770
-468-2456i
-340+1279i
-110+663i
465+299i
490-242i
445-672i
-227-2226i
6900-260i
-2695+3297i
-552+1465i
-198+1035i
10+743i
82+617i
124+520i
158+453i
182+392i
198+345i
208+306i
220+273i
230+241i
236+213i
238+185i
241+165i
246+142i
245+122i
249+100i
258+82i
253+61i
256+39i
252+21i
260-12i
6782
260+12i
252-21i
256-39i
253-61i
258-82i
249-100i
245-122i
246-142i
241-165i
238-185i
236-213i
230-241i
220-273i
208-306i
198-345i
182-392i
158-453i
124-520i
82-617i
10-743i
-198-1035i
-552-1465i
-2695-3297i
6900+260i
-227+2226i
445+672i
490+242i
465-299i
-110-663i
-340-1279i
-468+2456i
-1413
-9469-2743i
514+2099i
397+1597i
-391+760i
-154+830i
-140+1006i
690+1911i
-7352+711i
3197-1804i
885-627i
502-348i
280-241i
201-175i
164-136i
125-113i
103-88i
83-73i
72-62i
59-53i
54-47i
50-42i
43-39i
41-30i
36-31i
32-25i
26-24i
28-22i
25-24i
25-25i
22-23i
33-55i
6335
33+55i
22+23i
25+25i
25+24i
28+22i
26+24i
32+25i
36+31i
41+30i
43+39i
50+42i
54+47i
59+53i
72+62i
83+73i
103+88i
125+113i
164+136i
201+175i
280+241i
502+348i
885+627i
3197+1804i
-7352-711i
690-1911i
-140-1006i
-154-830i
-391-760i
397-1597i
514-2099i
-9469+2743i
-2799
-14056+5081i
1758-75i
881-208i
804+29i
443-74i
338-246i
-575-641i
7798-368i
-3226+934i
-811+370i
-395+210i
-221+192i
-139+147i
-94+123i
-63+104i
-42+89i
-23+78i
-12+67i
-3+55i
3+48i
11+38i
11+36i
16+26i
22+24i
23+11i
22+12i
25+8i
26-7i
29-16i
20-25i
26-77i
5955
26+77i
20+25i
29+16i
26+7i
25-8i
22-12i
23-11i
22-24i
16-26i
11-36i
11-38i
3-48i
-3-55i
-12-67i
-23-78i
-42-89i
-63-104i
-94-123i
-139-147i
-221-192i
-395-210i
-811-370i
-3226-934i
7798+368i
-575+641i
338+246i
443+74i
804-29i
881+208i
1758+75i
-14056-5081i
-2023
-8470+14072i
753-2477i
403-1376i
-415-988i
-396-811i
-312-676i
521-735i
-7689-151i
3273-175i
817-221i
367-200i
212-207i
118-193i
65-172i
28-156i
-2-143i
-22-134i
-35-122i
-44-109i
-52-101i
-61-96i
-67-85i
-77-77i
-75-71i
-75-59i
-80-58i
-88-51i
-85-46i
-85-48i
-99-65i
-94-100i
5339
-94+100i
-99+65i
-85+48i
-85+46i
-88+51i
-80+58i
-75+59i
-75+71i
-77+77i
-67+85i
-61+96i
-52+101i
-44+109i
-35+122i
-22+134i
-2+143i
28+156i
65+172i
118+193i
212+207i
367+200i
817+221i
3273+175i
-7689+151i
521+735i
-312+676i
-396+811i
-415+988i
403+1376i
753+2477i
-8470-14072i
1147
4324+15029i
-858-2698i
-543-1553i
105-736i
83-468i
-4-157i
-709+600i
6818-492i
-3627-1611i
-1220-860i
-772-639i
-617-531i
-525-450i
-466-389i
-430-341i
-404-309i
-388-273i
-366-247i
-359-220i
-353-199i
-342-177i
-338-156i
-329-137i
-328-126i
-329-108i
-318-97i
-323-84i
-321-72i
-317-57i
-310-72i
-314-93i
4617
-314+93i
-310+72i
-317+57i
-321+72i
-323+84i
-318+97i
-329+108i
-328+126i
-329+137i
-338+156i
-342+177i
-353+199i
-359+220i
-366+247i
-388+273i
-404+309i
-430+341i
-466+389i
-525+450i
-617+531i
-772+639i
-1220+860i
-3627+1611i
6818+492i
-709-600i
-4+157i
83+468i
105+736i
-543+1553i
-858+2698i
4324-15029i
2987
12264+6865i
-1606-574i
-571-577i
-711-517i
-430-502i
-356-822i
172-1889i
-6241-299i
3279+2133i
1013+859i
594+536i
436+407i
352+319i
298+262i
265+226i
244+185i
227+164i
212+142i
208+123i
194+107i
190+96i
187+81i
183+69i
177+61i
178+47i
176+38i
170+24i
169+17i
171+3i
180-8i
172-43i
4717
172+43i
180+8i
171-3i
169-17i
170-24i
176-38i
178-47i
177-61i
183-69i
187-81i
190-96i
194-107i
208-123i
212-142i
227-164i
244-185i
265-226i
298-262i
352-319i
436-407i
594-536i
1013-859i
