782
11905-309i
-4039+4243i
-5796-3454i
-25-4917i
1044-674i
-829-597i
-2819-1828i
2281+3495i
288+495i
360+564i
-266+702i
-606+153i
-737-217i
-409-667i
-64-414i
-278-254i
-174-640i
35-593i
185-661i
522-439i
372-86i
262-196i
416-87i
343+23i
441+156i
193+501i
-204+322i
-143+151i
-288+158i
-365-83i
-321-371i
32767
-321+371i
-365+83i
-288-158i
-143-151i
-204-322i
193-501i
441-156i
343-23i
416+87i
262+196i
372+86i
522+439i
185+661i
35+593i
-174+640i
-278+254i
-64+414i
-409+667i
-737+217i
-606-153i
-266-702i
360-564i
288-495i
2281-3495i
-2819+1828i
-829+597i
1044+674i
-25+4917i
-5796+3454i
-4039-4243i
11905+309i
1293
10192-4642i
325+428i
479-448i
383+475i
811+419i
1257+617i
3439+1641i
-4006-1885i
-1211-580i
-690-356i
-390-246i
-408-181i
-323-167i
-276-128i
-234-115i
-183-10i
-192-99i
-174-88i
-159-89i
-146-83i
-140-78i
-132-78i
-125-90i
-126-79i
-125-89i
-109-87i
-111-103i
-109-123i
-103-156i
-137-196i
-96-436i
31769
-96+436i
-137+196i
-103+156i
-109+123i
-111+103i
-109+87i
-125+89i
-126+79i
-125+90i
-132+78i
-140+78i
-146+83i
-159+89i
-174+88i
-192+99i
-183+10i
-234+115i
-276+128i
-323+167i
-408+181i
-390+246i
-690+356i
-1211+580i
-4006+1885i
3439-1641i
1257-617i
811-419i
383-475i
479+448i
325-428i
10192+4642i
248
7464-7168i
-578+406i
-1135-311i
-619+374i
-829+37i
-1330-65i
-3691-476i
4369+781i
1363+303i
813+188i
608+87i
460+145i
371+117i
335+97i
294+79i
288+162i
242+57i
229+45i
213+39i
204+25i
196+19i
187+8i
181+5i
183-15i
181-22i
168-41i
169-55i
167-78i
171-111i
128-172i
170-360i
29520
170+360i
128+172i
171+111i
167+78i
169+55i
168+41i
181+22i
183+15i
181-5i
187-8i
196-19i
204-25i
213-39i
229-45i
242-57i
288-162i
294-79i
335-97i
371-117i
460-145i
608-87i
813-188i
1363-303i
4369-781i
-3691+476i
-1330+65i
-829-37i
-619-374i
-1135+311i
-578-406i
7464+7168i
1017
5976-9024i
534+471i
-132+337i
1007+248i
976+67i
1483-15i
3830-324i
-4186+677i
-1192+266i
-655+181i
-462+111i
-275+117i
-205+102i
-158+81i
-121+73i
-75+150i
-73+51i
-58+39i
-51+36i
-37+27i
-24+17i
-19+7i
-8
-10-9i
-12-22i
7-25i
0-41i
9-66i
12-91i
-22-167i
12-312i
27221
12+312i
-22+167i
12+91i
9+66i
0+41i
7+25i
-12+22i
-10+9i
-8
-19-7i
-24-17i
-37-27i
-51-36i
-58-39i
-73-51i
-75-150i
-121-73i
-158-81i
-205-102i
-275-117i
-462-111i
-655-181i
-1192-266i
-4186-677i
3830+324i
1483+15i
976-67i
1007-248i
-132-337i
534-471i
5976+9024i
-290
1962-10085i
-560+591i
-1057+1047i
-498+213i
-878+434i
-1319+601i
-3459+1514i
3874-1694i
1139-497i
635-275i
398-172i
323-154i
253-121i
198-102i
170-86i
162+10i
122-68i
104-64i
99-59i
85-56i
76-52i
73-49i
63-51i
68-48i
65-50i
49-61i
48-68i
54-73i
53-97i
36-169i
50-277i
25402
50+277i
36+169i
53+97i
54+73i
48+68i
49+61i
65+50i
68+48i
63+51i
73+49i
76+52i
85+56i
99+59i
104+64i
122+68i
162-10i
170+86i
198+102i
253+121i
323+154i
398+172i
635+275i
1139+497i
3874+1694i
-3459-1514i
-1319-601i
-878-434i
-498-213i
-1057-1047i
-560-591i
1962+10085i
505
-105-10411i
604+439i
801+917i
645-266i
883-211i
1252-591i
3034-2114i
-3050+2943i
-782+1011i
-366+645i
-191+498i
-108+376i
-51+310i
-4+268i
22+233i
61+278i
62+175i
76+150i
81+134i
88+112i
95+98i
100+77i
106+67i
106+49i
104+30i
120+19i
115-3i
119-18i
117-53i
124-133i
129-237i
23837
129+237i
124+133i
117+53i
119+18i
115+3i
120-19i
104-30i
106-49i
106-67i
100-77i
95-98i
88-112i
81-134i
76-150i
62-175i
61-278i
22-233i
-4-268i
-51-310i
-108-376i
-191-498i
-366-645i
-782-1011i
-3050-2943i
3034+2114i
1252+591i
883+211i
645+266i
801-917i
604-439i
-105+10411i
-674
-4119-9677i
-333+645i
264+906i
-724+503i
-580+686i
-870+1079i
-2162+2985i
2210-3548i
591-1105i
290-649i
186-462i
93-355i
57-287i
24-243i
5-211i
8-106i
-23-165i
-28-141i
-35-127i
-43-119i
-44-106i
-48-99i
-53-93i
-52-82i
-56-81i
-64-81i
-64-80i
-62-81i
-66-94i
-43-145i
-61-223i
22198
-61+223i
-43+145i
-66+94i
-62+81i
-64+80i
-64+81i
-56+81i
-52+82i
-53+93i
-48+99i
-44+106i
-43+119i
-35+127i
-28+141i
-23+165i
8+106i
5+211i
24+243i
57+287i
93+355i
186+462i
290+649i
591+1105i
2210+3548i
-2162-2985i
-870-1079i
-580-686i
-724-503i
264-906i
-333-645i
-4119+9677i
-155
-6128-8360i
493+322i
1180-201i
310+35i
502-448i
646-943i
1345-3147i
-999+4234i
-134+1428i
22+895i
93+648i
126+528i
150+437i
161+371i
172+317i
195+352i
190+245i
189+219i
200+185i
200+164i
201+142i
204+123i
202+104i
207+76i
205+61i
210+49i
208+24i
206-1i
206-29i
237-82i
212-182i
21173
212+182i
237+82i
206+29i
206+1i
208-24i
210-49i
205-61i
207-76i
202-104i
204-123i
201-142i
200-164i
200-185i
189-219i
190-245i
195-352i
172-317i
161-371i
150-437i
126-528i
93-648i
22-895i
-134-1428i
-999-4234i
1345+3147i
646+943i
502+448i
310-35i
1180+201i
493-322i
-6128+8360i
-904
-8907-6072i
-22+556i
205-212i
-20+789i
-166+760i
-163+1241i
-219+3483i
-58-4211i
-110-1327i
-125-794i
-135-577i
-128-439i
-138-359i
-134-302i
-137-260i
-119-155i
-141-200i
-138-180i
-138-159i
-140-143i
-141-129i
-139-118i
-136-113i
-140-95i
-135-89i
-143-85i
-148-80i
-140-83i
-139-90i
-114-98i
-137-182i
19642
-137+182i
-114+98i
-139+90i
-140+83i
-148+80i
-143+85i
-135+89i
-140+95i
-136+113i
-139+118i
-141+129i
-140+143i
-138+159i
-138+180i
-141+200i
-119+155i
-137+260i
-134+302i
-138+359i
-128+439i
-135+577i
-125+794i
-110+1327i
-58+4211i
-219-3483i
-163-1241i
-166-760i
-20-789i
205+212i
-22-556i
-8907+6072i
-833
-10183-3538i
238+177i
-186-738i
332-226i
17-455i
-103-973i
-688-3177i
1295+4165i
540+1389i
403+862i
336+635i
311+499i
293+411i
279+347i
269+300i
278+325i
251+226i
247+197i
247+173i
245+153i
236+127i
239+110i
234+93i
239+79i
234+61i
243+47i
237+27i
232+8i
232-24i
250-41i
235-152i
18937
235+152i
250+41i
232+24i
232-8i
237-27i
243-47i
234-61i
239-79i
234-93i
239-110i
236-127i
245-153i
247-173i
247-197i
251-226i
278-325i
269-300i
279-347i
293-411i
311-499i
336-635i
403-862i
540-1389i
1295-4165i
-688+3177i
-103+973i
17+455i
332+226i
-186+738i
238-177i
-10183+3538i
-899
-10797-429i
354+338i
-461+94i
401+172i
394+567i
596+953i
1732+2864i
-2221-3580i
-746-1164i
-483-708i
-374-510i
-315-408i
-279-337i
-254-285i
-238-247i
-209-150i
-216-193i
-210-173i
-201-155i
-197-136i
-194-124i
-187-112i
-182-100i
-191-94i
-180-80i
-182-83i
-184-75i
-181-74i
-183-80i
-178-72i
-181-157i
17541
-181+157i
-178+72i
-183+80i
-181+74i
-184+75i
-182+83i
-180+80i
-191+94i
-182+100i
-187+112i
-194+124i
-197+136i
-201+155i
-210+173i
-216+193i
-209+150i
-238+247i
-254+285i
-279+337i
-315+408i
-374+510i
-483+708i
-746+1164i
-2221+3580i
1732-2864i
596-953i
394-567i
401-172i
-461-94i
354-338i
-10797+429i
-1199
-10812+2483i
88-46i
-751+201i
-386-505i
-416-495i
-808-799i
-2432-2291i
3099+2755i
1018+871i
630+520i
470+369i
384+284i
325+231i
289+194i
260+163i
258+203i
228+123i
215+106i
207+95i
194+78i
190+65i
186+52i
184+45i
183+41i
174+21i
178+15i
174+5i
172-13i
169-27i
158-36i
164-131i
16991
164+131i
158+36i
169+27i
172+13i
174-5i
178-15i
174-21i
183-41i
184-45i
186-52i
190-65i
194-78i
207-95i
215-106i
228-123i
258-203i
260-163i
289-194i
325-231i
384-284i
470-369i
630-520i
1018-871i
3099-2755i
-2432+2291i
-808+799i
-416+495i
-386+505i
-751-201i
88+46i
-10812-2483i
-490
-8985+5357i
820-114i
512+627i
382-10i
703+56i
1097+332i
3031+1321i
-3646-1904i
-1157-677i
-700-438i
-509-333i
-409-268i
-350-226i
-305-193i
-275-174i
-242-94i
-235-138i
-223-119i
-210-110i
-205-104i
-195-89i
-190-86i
-187-73i
-184-70i
-177-65i
-181-62i
-179-58i
-176-58i
-172-63i
-190-66i
-175-133i
15818
-175+133i
-190+66i
-172+63i
-176+58i
-179+58i
-181+62i
-177+65i
-184+70i
-187+73i
-190+86i
-195+89i
-205+104i
-210+110i
-223+119i
-235+138i
-242+94i
-275+174i
-305+193i
-350+226i
-409+268i
-509+333i
-700+438i
-1157+677i
-3646+1904i
3031-1321i
1097-332i
703-56i
382+10i
512-627i
820+114i
-8985-5357i
-1024
-7707+7639i
42-493i
130+126i
-654-172i
-853-323i
-1283-355i
-3401-692i
3844+564i
1137+123i
643+49i
434+16i
328+9i
259+3i
211-6i
179-3i
168+46i
133-13i
117-10i
107-11i
96-13i
92-16i
85-17i
83-21i
70-18i
67-22i
71-15i
67-25i
66-32i
64-42i
44-59i
57-121i
15284
57+121i
44+59i
64+42i
66+32i
67+25i
71+15i
67+22i
70+18i
83+21i
85+17i
92+16i
96+13i
107+11i
117+10i
133+13i
168-46i
179+3i
211+6i
259-3i
328-9i
434-16i
643-49i
1137-123i
3844-564i
-3401+692i
-1283+355i
-853+323i
-654+172i
130-126i
42+493i
-7707-7639i
121
-4155+9301i
915-768i
1326-524i
717-210i
761-228i
1224-260i
3360-476i
-3878+379i
-1169+67i
-675+15i
-468-2i
-351-15i
-289-16i
-237-17i
-204-22i
-165+36i
-158-18i
-145-19i
-131-22i
-123-19i
-116-16i
-113-19i
-103-17i
-96-17i
-88-24i
-94-24i
-93-22i
-87-30i
-86-36i
-99-66i
-85-113i
14421
-85+113i
-99+66i
-86+36i
-87+30i
-93+22i
-94+24i
-88+24i
-96+17i
-103+17i
-113+19i
-116+16i
-123+19i
-131+22i
-145+19i
-158+18i
-165-36i
-204+22i
-237+17i
-289+16i
-351+15i
-468+2i
-675-15i
-1169-67i
-3878-379i
3360+476i
1224+260i
761+228i
717+210i
1326+524i
915+768i
-4155-9301i
-619
-2174+10208i
-375-871i
-248-916i
-631-124i
-882+122i
-1287+311i
-3223+1140i
3430-1658i
952-585i
496-379i
308-282i
210-230i
146-191i
102-173i
75-147i
62-81i
33-121i
14-107i
8-97i
0-86i
-8-78i
-12-71i
-20-69i
-26-58i
-27-58i
-23-49i
-28-48i
-31-48i
-32-50i
-43-79i
-32-112i
13807
-32+112i
-43+79i
-32+50i
-31+48i
-28+48i
-23+49i
-27+58i
-26+58i
-20+69i
-12+71i
-8+78i
0+86i
8+97i
14+107i
33+121i
62+81i
75+147i
102+173i
146+191i
210+230i
308+282i
496+379i
952+585i
3430+1658i
-3223-1140i
-1287-311i
-882-122i
-631+124i
-248+916i
-375+871i
-2174-10208i
512
1838+10173i
292-1018i
156-1155i
508-486i
742-466i
1076-748i
2696-2072i
-2855+2448i
-793+749i
-417+436i
-258+302i
-174+230i
-120+189i
-86+151i
-62+128i
-31+157i
-26+92i
-16+83i
-6+71i
-2+60i
6+50i
9+42i
13+35i
21+32i
26+22i
20+12i
24+4i
24
28-21i
34-54i
24-91i
13242
24+91i
34+54i
28+21i
24
24-4i
20-12i
26-22i
21-32i
13-35i
9-42i
6-50i
-2-60i
-6-71i
-16-83i
-26-92i
-31-157i
-62-128i
-86-151i
-120-189i
-174-230i
-258-302i
-417-436i
-793-749i
-2855-2448i
2696+2072i
1076+748i
742+466i
508+486i
156+1155i
292+1018i
1838-10173i
-131
3940+9448i
-877-645i
-1266-309i
-623+129i
-587+297i
-853+693i
-2049+2444i
1956-3362i
467-1150i
189-728i
73-543i
12-430i
-30-361i
-51-310i
-73-268i
-78-191i
-95-210i
-107-188i
-114-171i
-116-150i
-125-135i
-125-116i
-127-106i
-134-96i
-137-86i
-131-81i
-135-67i
-141-63i
-138-57i
-127-75i
-134-98i
12491
-134+98i
-127+75i
-138+57i
-141+63i
-135+67i
-131+81i
-137+86i
-134+96i
-127+106i
-125+116i
-125+135i
-116+150i
-114+171i
-107+188i
-95+210i
-78+191i
-73+268i
-51+310i
-30+361i
12+430i
73+543i
189+728i
467+1150i
1956+3362i
-2049-2444i
-853-693i
-587-297i
-623-129i
-1266+309i
-877+645i
3940-9448i
806
7297+7727i
-257-616i
-396-58i
326-445i
388-752i
509-1140i
1157-3071i
-1032+3603i
-225+1108i
-74+652i
-13+458i
24+351i
42+286i
58+233i
67+198i
83+215i
79+144i
82+129i
86+112i
88+93i
93+88i
94+72i
99+62i
96+53i
99+41i
95+28i
98+20i
100+11i
98-6i
119-30i
103-77i
12180
103+77i
119+30i
98+6i
100-11i
98-20i
95-28i
99-41i
96-53i
99-62i
94-72i
93-88i
88-93i
86-112i
82-129i
79-144i
83-215i
67-198i
58-233i
42-286i
24-351i
-13-458i
-74-652i
-225-1108i
-1032-3603i
1157+3071i
509+1140i
388+752i
326+445i
-396+58i
-257+616i
7297-7727i
575
8925+5576i
-693-63i
-349+731i
-126+163i
-283+350i
-280+864i
-340+2938i
-111-3974i
-180-1350i
-192-851i
-199-631i
-201-503i
-200-416i
-203-356i
-206-309i
-193-230i
-200-241i
-203-214i
-204-190i
-205-171i
-205-151i
-206-137i
-208-122i
-203-110i
-206-100i
-204-84i
-203-76i
-202-67i
-205-63i
-189-61i
-201-92i
11359
-201+92i
-189+61i
-205+63i
-202+67i
-203+76i
-204+84i
-206+100i
-203+110i
-208+122i
-206+137i
-205+151i
-205+171i
-204+190i
-203+214i
-200+241i
-193+230i
-206+309i
-203+356i
-200+416i
-201+503i
-199+631i
-192+851i
-180+1350i
-111+3974i
-340-2938i
-280-864i
-283-350i
-126-163i
-349-731i
-693+63i
8925-5576i
995
10506+2690i
-321-100i
453+147i
-2-594i
-149-627i
-208-1034i
-686-2996i
